Captured On,Real-Time Temperature
1/22/2018,-14.38
1/22/2018,-11.94
1/22/2018,-14.44
1/22/2018,-15.81
1/22/2018,-11.19
1/22/2018,-13.75
1/22/2018,-15.19
1/22/2018,-14.5
1/22/2018,-10
1/22/2018,-13.63
1/22/2018,-15.94
1/22/2018,-11.75
1/22/2018,-15.19
1/22/2018,-12.44
1/22/2018,-14.31
1/22/2018,-13.63
1/22/2018,-12.31
1/22/2018,-14.69
1/22/2018,-12.19
1/22/2018,-11.75
1/22/2018,-15.06
1/22/2018,-11.25
1/22/2018,-13.69
1/22/2018,-14.88
1/22/2018,-13.13
1/22/2018,-14.75
1/22/2018,-13.19
1/22/2018,-14.38
1/22/2018,-13.44
1/22/2018,-14.06
1/22/2018,-13.63
1/22/2018,-13.63
1/22/2018,-8.88
1/22/2018,-7.88
1/22/2018,-11.31
1/22/2018,-12.13
1/22/2018,-13.81
1/22/2018,-14.75
1/22/2018,-15.81
1/22/2018,-12.56
1/22/2018,-4.56
1/22/2018,1.75
1/22/2018,-1.81
1/22/2018,-6.5
1/22/2018,-9.56
1/22/2018,-10.94
1/22/2018,-11.13
1/22/2018,-13.13
1/22/2018,-14.25
1/22/2018,-8.5
1/22/2018,-12.06
1/22/2018,-13.56
1/22/2018,-14.31
1/22/2018,-14.31
1/22/2018,-11.81
1/22/2018,-14.31
1/22/2018,-15.31
1/22/2018,-15.13
1/22/2018,-12.19
1/22/2018,-14.81
1/22/2018,-15.94
1/22/2018,-11.06
1/22/2018,-14.13
1/22/2018,-15.63
1/22/2018,-11.88
1/22/2018,-13.56
1/22/2018,-9.06
1/22/2018,-12.56
1/22/2018,-12.13
1/22/2018,-14.94
1/22/2018,-11.25
1/22/2018,-11.94
1/22/2018,-12.13
1/22/2018,-12.06
1/22/2018,-13.19
1/22/2018,-14.56
1/22/2018,-15.5
1/22/2018,-15.13
1/22/2018,-14.44
1/22/2018,-11.69
1/22/2018,-14.81
1/22/2018,-10.25
1/22/2018,-6.88
1/22/2018,-4.88
1/22/2018,-9
1/22/2018,-10.06
1/22/2018,-10.75
1/22/2018,-11.06
1/22/2018,-8.94
1/22/2018,-2.38
1/22/2018,1.69
1/22/2018,3.31
1/22/2018,-1.44
1/22/2018,-4.44
1/22/2018,-7.81
1/22/2018,-10.25
1/22/2018,-11.88
1/22/2018,-13.13
1/22/2018,-14.13
1/22/2018,-14.94
1/22/2018,-15.56
1/22/2018,-11.31
1/22/2018,-13.88
1/22/2018,-15.69
1/22/2018,-11.63
1/22/2018,-14.75
1/22/2018,-13.13
1/22/2018,-13.44
1/22/2018,-15.69
1/22/2018,-12.06
1/22/2018,-15.31
1/22/2018,-11.44
1/22/2018,-14.69
1/22/2018,-12.69
1/22/2018,-13.81
1/22/2018,-14.44
1/22/2018,-13
1/22/2018,-15.63
1/22/2018,-12.25
1/22/2018,-15.56
1/22/2018,-11.69
1/22/2018,-15.19
1/22/2018,-11.5
1/22/2018,-12.75
1/22/2018,-15.69
1/22/2018,-12.5
1/22/2018,-14.06
1/22/2018,-13.25
1/22/2018,-15.44
1/22/2018,-12.38
1/22/2018,-15.31
1/22/2018,-12.38
1/22/2018,-15.63
1/22/2018,-12
1/22/2018,-15.5
1/22/2018,-11.69
1/22/2018,-15.31
1/22/2018,-12.13
1/22/2018,-4.25
1/22/2018,-0.56
1/22/2018,-7.31
1/22/2018,-11.56
1/22/2018,-13.88
1/22/2018,-15.38
1/22/2018,-11.38
1/22/2018,-14.38
1/22/2018,-13.25
1/22/2018,-13.56
1/22/2018,-14.88
1/22/2018,-12.88
1/22/2018,-15.56
1/22/2018,-12.31
1/22/2018,-15.63
1/22/2018,-11.88
1/22/2018,-15.38
1/22/2018,-11.63
1/22/2018,-15.13
1/22/2018,-11.5
1/22/2018,-14.81
1/22/2018,-11.63
1/22/2018,-14.56
1/22/2018,-12
1/22/2018,-14.38
1/22/2018,-12.19
1/22/2018,-14.31
1/22/2018,-12.44
1/23/2018,-14.19
1/23/2018,-12.63
1/23/2018,-13.94
1/23/2018,-14.56
1/23/2018,-13.19
1/23/2018,-14.69
1/23/2018,-13.13
1/23/2018,-14.69
1/23/2018,-13.13
1/23/2018,-14.81
1/23/2018,-13.06
1/23/2018,-14.69
1/23/2018,-13.13
1/23/2018,-14.63
1/23/2018,-13.19
1/23/2018,-14.5
1/23/2018,-13.25
1/23/2018,-14.38
1/23/2018,-13.38
1/23/2018,-14.25
1/23/2018,-9.25
1/23/2018,0.06
1/23/2018,-6.19
1/23/2018,-11.38
1/23/2018,-14.06
1/23/2018,-15.63
1/23/2018,-12
1/23/2018,-15.38
1/23/2018,-11.63
1/23/2018,-15.19
1/23/2018,-11.5
1/23/2018,-15
1/23/2018,-11.5
1/23/2018,-14.94
1/23/2018,-11.5
1/23/2018,-14.94
1/23/2018,-11.5
1/23/2018,-15.25
1/23/2018,-11.63
1/23/2018,-15.25
1/23/2018,-11.63
1/23/2018,-15.31
1/23/2018,-11.69
1/23/2018,-15.38
1/23/2018,-11.69
1/23/2018,-15.44
1/23/2018,-11.75
1/23/2018,-15.5
1/23/2018,-11.88
1/23/2018,-15.56
1/23/2018,-11.94
1/23/2018,-15.69
1/23/2018,-12.13
1/23/2018,-15.63
1/23/2018,-12.38
1/23/2018,-15.38
1/23/2018,-12.75
1/23/2018,-15
1/23/2018,-13.06
1/23/2018,-14.56
1/23/2018,-13.31
1/23/2018,-14.13
1/23/2018,-13.63
1/23/2018,-13.44
1/23/2018,-13.94
1/23/2018,-12.75
1/23/2018,-14.31
1/23/2018,-12.19
1/23/2018,-14.63
1/23/2018,-10
1/23/2018,-0.56
1/23/2018,-7.25
1/23/2018,-12.25
1/23/2018,-14.81
1/23/2018,-15.06
1/23/2018,-11.94
1/23/2018,-14.38
1/23/2018,-15.44
1/23/2018,-11.44
1/23/2018,-14.19
1/23/2018,-14.88
1/23/2018,-11.81
1/23/2018,-15.13
1/23/2018,-11.69
1/23/2018,-14.5
1/23/2018,-12.31
1/23/2018,-14.13
1/23/2018,-13.88
1/23/2018,-13.56
1/23/2018,-14.56
1/23/2018,-13.13
1/23/2018,-15.13
1/23/2018,-12.81
1/23/2018,-15.56
1/23/2018,-12.44
1/23/2018,-10.19
1/23/2018,-14.44
1/23/2018,-14.31
1/23/2018,-13.31
1/23/2018,-15.13
1/23/2018,-12.88
1/23/2018,-15.5
1/23/2018,-12.5
1/23/2018,-15.75
1/23/2018,-12.25
1/23/2018,-15.5
1/23/2018,-12.5
1/23/2018,-13.81
1/23/2018,-13.13
1/23/2018,-12.44
1/23/2018,-10.31
1/23/2018,-10
1/23/2018,-10.69
1/23/2018,-10.25
1/23/2018,-9.94
1/23/2018,-6.94
1/23/2018,-9.38
1/23/2018,-11.25
1/23/2018,-7.25
1/23/2018,-0.94
1/23/2018,1.13
1/23/2018,-1.88
1/23/2018,-5.81
1/23/2018,-8.81
1/23/2018,-10.69
1/23/2018,-12.19
1/23/2018,-13.31
1/23/2018,-14.19
1/23/2018,-15
1/23/2018,-15.63
1/23/2018,-11.38
1/23/2018,-13.06
1/23/2018,-14.75
1/23/2018,-14.19
1/23/2018,-15.06
1/23/2018,-12.75
1/23/2018,-13.38
1/23/2018,-13
1/23/2018,-13.56
1/23/2018,-15.19
1/23/2018,-12.38
1/23/2018,-11.75
1/23/2018,-14.63
1/23/2018,-14.31
1/23/2018,-12.69
1/23/2018,-15.31
1/23/2018,-11.56
1/23/2018,-14.13
1/23/2018,-15.25
1/23/2018,-12.25
1/23/2018,-15.13
1/23/2018,-9.69
1/23/2018,-10.19
1/23/2018,-10
1/23/2018,-9.94
1/23/2018,-12
1/23/2018,-13.44
1/23/2018,-14.81
1/23/2018,-14.63
1/23/2018,-12.5
1/23/2018,-14.44
1/23/2018,-9.56
1/23/2018,-10.81
1/23/2018,-11.75
1/23/2018,-12.13
1/23/2018,-12.5
1/23/2018,-12.81
1/23/2018,-8.44
1/23/2018,-1.69
1/23/2018,2.94
1/23/2018,-0.44
1/23/2018,-2.5
1/23/2018,-6.13
1/23/2018,-8.94
1/23/2018,-10.06
1/23/2018,-10.31
1/23/2018,-12
1/23/2018,-13.13
1/23/2018,-13.44
1/23/2018,-14.38
1/23/2018,-14.69
1/23/2018,-13.31
1/23/2018,-13.06
1/23/2018,-12.75
1/23/2018,-11.94
1/23/2018,-13.06
1/23/2018,-13.81
1/23/2018,-13.5
1/23/2018,-9.38
1/23/2018,-11
1/23/2018,-11.69
1/23/2018,-12.13
1/23/2018,-13.63
1/23/2018,-14.75
1/23/2018,-15.25
1/23/2018,-15.56
1/23/2018,-11.13
1/23/2018,-13.06
1/23/2018,-13.81
1/23/2018,-14.56
1/23/2018,-15.69
1/23/2018,-14.13
1/23/2018,-15.19
1/23/2018,-12.69
1/23/2018,-13.25
1/23/2018,-15.75
1/23/2018,-11.44
1/23/2018,-14.88
1/23/2018,-12.06
1/23/2018,-13.25
1/23/2018,-15.44
1/23/2018,-14.75
1/23/2018,-12.69
1/23/2018,-15.75
1/23/2018,-11.44
1/23/2018,-14.94
1/23/2018,-10.44
1/23/2018,-2.69
1/23/2018,2.19
1/23/2018,-1.94
1/23/2018,-6.81
1/23/2018,-10.06
1/23/2018,-12.13
1/23/2018,-13.5
1/23/2018,-14.56
1/23/2018,-15.44
1/23/2018,-11.75
1/23/2018,-13.69
1/23/2018,-15.56
1/23/2018,-11.44
1/23/2018,-14.44
1/23/2018,-14.56
1/23/2018,-12.75
1/23/2018,-15.38
1/23/2018,-11.5
1/23/2018,-13.5
1/23/2018,-15.69
1/23/2018,-12.25
1/23/2018,-15.44
1/23/2018,-11.5
1/23/2018,-14.75
1/23/2018,-12.56
1/23/2018,-13.5
1/23/2018,-15.5
1/23/2018,-10.88
1/23/2018,-11.19
1/23/2018,-14.13
1/23/2018,-15.81
1/23/2018,-12.19
1/23/2018,-15.5
1/23/2018,-11.56
1/23/2018,-15
1/23/2018,-15.56
1/23/2018,-11.44
1/23/2018,-14.81
1/23/2018,-12
1/23/2018,-14.31
1/23/2018,-13.19
1/23/2018,-13.81
1/23/2018,-14.31
1/23/2018,-13.31
1/23/2018,-15.19
1/23/2018,-12.81
1/23/2018,-15.75
1/23/2018,-12.31
1/23/2018,-8.88
1/23/2018,-1.56
1/23/2018,-2.56
1/23/2018,-8.94
1/23/2018,-12.38
1/23/2018,-14.44
1/23/2018,-15.75
1/23/2018,-12.06
1/23/2018,-15.31
1/23/2018,-14.88
1/23/2018,-13
1/23/2018,-15.75
1/23/2018,-12.31
1/23/2018,-15.69
1/23/2018,-11.94
1/23/2018,-15.5
1/23/2018,-11.63
1/23/2018,-15.19
1/23/2018,-11.5
1/23/2018,-14.94
1/23/2018,-11.63
1/23/2018,-14.69
1/23/2018,-12.13
1/23/2018,-14.38
1/23/2018,-12.69
1/23/2018,-14.13
1/23/2018,-13.19
1/23/2018,-13.94
1/23/2018,-15.44
1/24/2018,-12.75
1/24/2018,-15.69
1/24/2018,-12.56
1/24/2018,-15.75
1/24/2018,-12
1/24/2018,-15.75
1/24/2018,-11.94
1/24/2018,-15.69
1/24/2018,-11.88
1/24/2018,-15.63
1/24/2018,-11.81
1/24/2018,-15.56
1/24/2018,-11.75
1/24/2018,-15.56
1/24/2018,-11.69
1/24/2018,-15.5
1/24/2018,-11.69
1/24/2018,-15.44
1/24/2018,-11.63
1/24/2018,-15.38
1/24/2018,-11.31
1/24/2018,-0.44
1/24/2018,-5.94
1/24/2018,-11.25
1/24/2018,-14.06
1/24/2018,-15.75
1/24/2018,-12.13
1/24/2018,-15.44
1/24/2018,-11.56
1/24/2018,-15.13
1/24/2018,-11.5
1/24/2018,-14.88
1/24/2018,-11.81
1/24/2018,-14.56
1/24/2018,-12.44
1/24/2018,-14.25
1/24/2018,-13.06
1/24/2018,-13.94
1/24/2018,-13.63
1/24/2018,-13.75
1/24/2018,-14.13
1/24/2018,-13.5
1/24/2018,-14.5
1/24/2018,-13.25
1/24/2018,-14.88
1/24/2018,-13.06
1/24/2018,-15.13
1/24/2018,-12.94
1/24/2018,-15.31
1/24/2018,-12.75
1/24/2018,-15.5
1/24/2018,-12.63
1/24/2018,-15.63
1/24/2018,-12.56
1/24/2018,-15.69
1/24/2018,-12.44
1/24/2018,-15.75
1/24/2018,-12.44
1/24/2018,-15.75
1/24/2018,-12.44
1/24/2018,-15.75
1/24/2018,-12.44
1/24/2018,-15.75
1/24/2018,-12.63
1/24/2018,-15.5
1/24/2018,-12.69
1/24/2018,-15.44
1/24/2018,-12.75
1/24/2018,-15.38
1/24/2018,-9.63
1/24/2018,-0.88
1/24/2018,-8
1/24/2018,-12.56
1/24/2018,-13.69
1/24/2018,-15.5
1/24/2018,-15.31
1/24/2018,-11.56
1/24/2018,-13.44
1/24/2018,-14.69
1/24/2018,-15.81
1/24/2018,-11.38
1/24/2018,-15.19
1/24/2018,-11.5
1/24/2018,-14.88
1/24/2018,-12.31
1/24/2018,-14.5
1/24/2018,-12.31
1/24/2018,-14.5
1/24/2018,-11.81
1/24/2018,-14.88
1/24/2018,-11.63
1/24/2018,-14.94
1/24/2018,-15.56
1/24/2018,-11.56
1/24/2018,-14.94
1/24/2018,-11.69
1/24/2018,-14.38
1/24/2018,-15.69
1/24/2018,-12.13
1/24/2018,-15.75
1/24/2018,-11.94
1/24/2018,-15.69
1/24/2018,-11.81
1/24/2018,-15.69
1/24/2018,-11.81
1/24/2018,-15.69
1/24/2018,-11.38
1/24/2018,-13.38
1/24/2018,-12.56
1/24/2018,-14.25
1/24/2018,-15.5
1/24/2018,-12.06
1/24/2018,-15.5
1/24/2018,-11.5
1/24/2018,-14.88
1/24/2018,-11.88
1/24/2018,-13.31
1/24/2018,-15.81
1/24/2018,-10.31
1/24/2018,-2.25
1/24/2018,-1.56
1/24/2018,-8.38
1/24/2018,-12
1/24/2018,-13.94
1/24/2018,-15.25
1/24/2018,-13.94
1/24/2018,-12.69
1/24/2018,-15.25
1/24/2018,-10.44
1/24/2018,-12.31
1/24/2018,-13.5
1/24/2018,-15.56
1/24/2018,-11.5
1/24/2018,-14.88
1/24/2018,-12.19
1/24/2018,-13.44
1/24/2018,-15.69
1/24/2018,-12.44
1/24/2018,-15.56
1/24/2018,-11.63
1/24/2018,-15.06
1/24/2018,-11.5
1/24/2018,-14.5
1/24/2018,-13.19
1/24/2018,-13.81
1/24/2018,-14.5
1/24/2018,-13.19
1/24/2018,-15.75
1/24/2018,-12.31
1/24/2018,-15.63
1/24/2018,-11.63
1/24/2018,-15.13
1/24/2018,-11.44
1/24/2018,-13.56
1/24/2018,-15.5
1/24/2018,-11.5
1/24/2018,-14.88
1/24/2018,-12
1/24/2018,-12.63
1/24/2018,-13.69
1/24/2018,-14.13
1/24/2018,-15.13
1/24/2018,-12.06
1/24/2018,-13
1/24/2018,-15.56
1/24/2018,-11.5
1/24/2018,-13.19
1/24/2018,-8
1/24/2018,1.94
1/24/2018,0.63
1/24/2018,-2.38
1/24/2018,-0.44
1/24/2018,-5.44
1/24/2018,-7.75
1/24/2018,-8.94
1/24/2018,-8.44
1/24/2018,-10.63
1/24/2018,-12.38
1/24/2018,-12.88
1/24/2018,-13.13
1/24/2018,-14.75
1/24/2018,-15.25
1/24/2018,-14.5
1/24/2018,-14.31
1/24/2018,-15.75
1/24/2018,-12.06
1/24/2018,-14.75
1/24/2018,-13.5
1/24/2018,-13.38
1/24/2018,-15.81
1/24/2018,-11.94
1/24/2018,-15.31
1/24/2018,-11.44
1/24/2018,-13.69
1/24/2018,-15.56
1/24/2018,-11.38
1/24/2018,-14.5
1/24/2018,-14.44
1/24/2018,-14.94
1/24/2018,-12.69
1/24/2018,-15.06
1/24/2018,-12.25
1/24/2018,-13.69
1/24/2018,-15.38
1/24/2018,-11.94
1/24/2018,-15.31
1/24/2018,-11.38
1/24/2018,-14.63
1/24/2018,-12.44
1/24/2018,-13.88
1/24/2018,-14.31
1/24/2018,-13
1/24/2018,-15.56
1/24/2018,-12.19
1/24/2018,-15.69
1/24/2018,-10.88
1/24/2018,-6.13
1/24/2018,0
1/24/2018,-1
1/24/2018,-5.69
1/24/2018,-10.06
1/24/2018,-12
1/24/2018,-11.81
1/24/2018,-14.13
1/24/2018,-15.56
1/24/2018,-11.31
1/24/2018,-14.5
1/24/2018,-14.25
1/24/2018,-15.19
1/24/2018,-13.25
1/24/2018,-13.19
1/24/2018,-15.63
1/24/2018,-11.56
1/24/2018,-14.94
1/24/2018,-11.63
1/24/2018,-14.13
1/24/2018,-15.56
1/24/2018,-11.38
1/24/2018,-14.25
1/24/2018,-13.06
1/24/2018,-13.75
1/24/2018,-13.94
1/24/2018,-13.44
1/24/2018,-14.38
1/24/2018,-13.25
1/24/2018,-12.06
1/24/2018,-14.06
1/24/2018,-13.94
1/24/2018,-13.56
1/24/2018,-14
1/24/2018,-13.5
1/24/2018,-13.81
1/24/2018,-13.69
1/24/2018,-13.44
1/24/2018,-13.31
1/24/2018,-14.13
1/24/2018,-13.44
1/24/2018,-13.75
1/24/2018,-13.75
1/24/2018,-13.19
1/24/2018,-14
1/24/2018,-12.5
1/24/2018,-14.38
1/24/2018,-11.06
1/24/2018,-14.5
1/24/2018,-9.25
1/24/2018,0
1/24/2018,-2.88
1/24/2018,-9.94
1/24/2018,-13.44
1/24/2018,-15.38
1/24/2018,-12.63
1/24/2018,-15.75
1/24/2018,-12.19
1/24/2018,-15.75
1/24/2018,-12.25
1/24/2018,-15.75
1/24/2018,-12.5
1/24/2018,-15.38
1/24/2018,-12.94
1/24/2018,-14.63
1/24/2018,-13.5
1/24/2018,-13.44
1/24/2018,-14.06
1/24/2018,-12.25
1/24/2018,-14.75
1/24/2018,-11.5
1/24/2018,-15.25
1/24/2018,-12.38
1/24/2018,-14.56
1/24/2018,-11.5
1/24/2018,-15.13
1/24/2018,-10.88
1/25/2018,-13.44
1/25/2018,-15.44
1/25/2018,-12.56
1/25/2018,-15.63
1/25/2018,-12.31
1/25/2018,-12.81
1/25/2018,-15.31
1/25/2018,-9.81
1/25/2018,-12.19
1/25/2018,-14.38
1/25/2018,-14.88
1/25/2018,-15.69
1/25/2018,-11.94
1/25/2018,-14.69
1/25/2018,-12.88
1/25/2018,-13.63
1/25/2018,-14.13
1/25/2018,-15.06
1/25/2018,-12.63
1/25/2018,-15.63
1/25/2018,-11.88
1/25/2018,-15.25
1/25/2018,-11.5
1/25/2018,-14.88
1/25/2018,-11.5
1/25/2018,-14.5
1/25/2018,-12.19
1/25/2018,-14.06
1/25/2018,-13.13
1/25/2018,-13.75
1/25/2018,-13.94
1/25/2018,-13.38
1/25/2018,-14.63
1/25/2018,-12.94
1/25/2018,-15.25
1/25/2018,-12.56
1/25/2018,-15.56
1/25/2018,-12.25
1/25/2018,-15.69
1/25/2018,-12.06
1/25/2018,-15.63
1/25/2018,-11.88
1/25/2018,-15.56
1/25/2018,-11.81
1/25/2018,-15.56
1/25/2018,-11.81
1/25/2018,-15.56
1/25/2018,-11.88
1/25/2018,-15.69
1/25/2018,-12
1/25/2018,-15.69
1/25/2018,-12.13
1/25/2018,-15.63
1/25/2018,-12.31
1/25/2018,-9.25
1/25/2018,-0.69
1/25/2018,-3.56
1/25/2018,-9.81
1/25/2018,-13.13
1/25/2018,-13.5
1/25/2018,-14.5
1/25/2018,-14.81
1/25/2018,-14.88
1/25/2018,-11.5
1/25/2018,-14.19
1/25/2018,-14.56
1/25/2018,-10.44
1/25/2018,-14.75
1/25/2018,-11.06
1/25/2018,-12.94
1/25/2018,-15.5
1/25/2018,-12.75
1/25/2018,-15.06
1/25/2018,-13.06
1/25/2018,-14.31
1/25/2018,-13.56
1/25/2018,-13.38
1/25/2018,-14.13
1/25/2018,-12.06
1/25/2018,-14.44
1/25/2018,-11.75
1/25/2018,-15
1/25/2018,-11.56
1/25/2018,-15.5
1/25/2018,-11.81
1/25/2018,-15.75
1/25/2018,-11.75
1/25/2018,-15.19
1/25/2018,-14.38
1/25/2018,-15.19
1/25/2018,-12.81
1/25/2018,-15.5
1/25/2018,-11.69
1/25/2018,-15.13
1/25/2018,-11.56
1/25/2018,-13.75
1/25/2018,-15.25
1/25/2018,-14.31
1/25/2018,-13.31
1/25/2018,-14.94
1/25/2018,-12.56
1/25/2018,-14.19
1/25/2018,-13.44
1/25/2018,-8.25
1/25/2018,-1.63
1/25/2018,-0.38
1/25/2018,-6.06
1/25/2018,-10.13
1/25/2018,-10.69
1/25/2018,-12.69
1/25/2018,-13.94
1/25/2018,-15.13
1/25/2018,-14.5
1/25/2018,-12.75
1/25/2018,-15.31
1/25/2018,-11.56
1/25/2018,-14.25
1/25/2018,-15.63
1/25/2018,-14.25
1/25/2018,-12.38
1/25/2018,-14.56
1/25/2018,-11.69
1/25/2018,-14.88
1/25/2018,-11.88
1/25/2018,-15.88
1/25/2018,-12.19
1/25/2018,-15.38
1/25/2018,-11.5
1/25/2018,-15.31
1/25/2018,-9.88
1/25/2018,-13.88
1/25/2018,-14.31
1/25/2018,-13.44
1/25/2018,-14.88
1/25/2018,-13.19
1/25/2018,-14.94
1/25/2018,-13.13
1/25/2018,-14.88
1/25/2018,-13.19
1/25/2018,-14.81
1/25/2018,-13.13
1/25/2018,-15.88
1/25/2018,-12.06
1/25/2018,-15.69
1/25/2018,-11.75
1/25/2018,-15.63
1/25/2018,-11.81
1/25/2018,-15.75
1/25/2018,-11.88
1/25/2018,-15.63
1/25/2018,-11.63
1/25/2018,-10.56
1/25/2018,-3.06
1/25/2018,-1.13
1/25/2018,-8
1/25/2018,-12
1/25/2018,-14.25
1/25/2018,-15.19
1/25/2018,-14.75
1/25/2018,-13.06
1/25/2018,-15.13
1/25/2018,-13.94
1/25/2018,-9.81
1/25/2018,-10.25
1/25/2018,-10.13
1/25/2018,-12.31
1/25/2018,-14.5
1/25/2018,-15.88
1/25/2018,-12.44
1/25/2018,-15.25
1/25/2018,-11.75
1/25/2018,-14.25
1/25/2018,-14
1/25/2018,-13.5
1/25/2018,-15.25
1/25/2018,-12.75
1/25/2018,-15.88
1/25/2018,-12.13
1/25/2018,-14.88
1/25/2018,-14.31
1/25/2018,-13.06
1/25/2018,-14.31
1/25/2018,-14.5
1/25/2018,-13.5
1/25/2018,-12.19
1/25/2018,-13.25
1/25/2018,-14.81
1/25/2018,-15.69
1/25/2018,-11.31
1/25/2018,-13.44
1/25/2018,-15.69
1/25/2018,-11.63
1/25/2018,-15
1/25/2018,-15.81
1/25/2018,-12.25
1/25/2018,-15.75
1/25/2018,-11.63
1/25/2018,-15.31
1/25/2018,-11.44
1/25/2018,-14.94
1/25/2018,-13.38
1/25/2018,-5.38
1/25/2018,1.63
1/25/2018,-2.88
1/25/2018,-8.13
1/25/2018,-11.56
1/25/2018,-13.19
1/25/2018,-14.5
1/25/2018,-14.75
1/25/2018,-14.13
1/25/2018,-15.19
1/25/2018,-15.13
1/25/2018,-15.81
1/25/2018,-12.06
1/25/2018,-13.5
1/25/2018,-14.69
1/25/2018,-13.94
1/25/2018,-12.63
1/25/2018,-15.25
1/25/2018,-13.19
1/25/2018,-9.06
1/25/2018,-9.75
1/25/2018,-10.88
1/25/2018,-12.69
1/25/2018,-14.56
1/25/2018,-15.81
1/25/2018,-11.75
1/25/2018,-15.44
1/25/2018,-10.88
1/25/2018,-14.06
1/25/2018,-13.56
1/25/2018,-13.13
1/25/2018,-15.06
1/25/2018,-12.19
1/25/2018,-15.81
1/25/2018,-10.81
1/25/2018,-15
1/25/2018,-11.06
1/25/2018,-13.56
1/25/2018,-15.06
1/25/2018,-12.25
1/25/2018,-15.63
1/25/2018,-11.69
1/25/2018,-15.88
1/25/2018,-11.38
1/25/2018,-15.56
1/25/2018,-11.13
1/25/2018,-15.31
1/25/2018,-11.19
1/25/2018,-10.13
1/25/2018,-3.38
1/25/2018,2.56
1/25/2018,-1.06
1/25/2018,-7
1/25/2018,-11.94
1/25/2018,-14.38
1/25/2018,-15.5
1/25/2018,-12.25
1/25/2018,-15.75
1/25/2018,-11.75
1/25/2018,-15.13
1/25/2018,-12.81
1/25/2018,-14.06
1/25/2018,-12.69
1/25/2018,-14.25
1/25/2018,-12.13
1/25/2018,-14.5
1/25/2018,-11.56
1/25/2018,-14.88
1/25/2018,-11.31
1/25/2018,-15.25
1/25/2018,-11.44
1/25/2018,-15.56
1/25/2018,-11.63
1/25/2018,-15.88
1/25/2018,-12
1/25/2018,-15.81
1/25/2018,-12.44
1/25/2018,-15.38
1/25/2018,-12.94
1/25/2018,-14.44
1/25/2018,-13.38
1/25/2018,-13.81
1/25/2018,-13.81
1/25/2018,-12.69
1/25/2018,-14.44
1/25/2018,-11.63
1/25/2018,-14.88
1/25/2018,-11.38
1/25/2018,-15.38
1/25/2018,-11.5
1/25/2018,-15.88
1/25/2018,-11.94
1/26/2018,-15.75
1/26/2018,-12.5
1/26/2018,-14.94
1/26/2018,-13.25
1/26/2018,-13.81
1/26/2018,-9.13
1/26/2018,-1.94
1/26/2018,-1.56
1/26/2018,-9.5
1/26/2018,-14
1/26/2018,-11.56
1/26/2018,-13.81
1/26/2018,-15.75
1/26/2018,-12.56
1/26/2018,-15.38
1/26/2018,-12.81
1/26/2018,-14.81
1/26/2018,-13.31
1/26/2018,-13.69
1/26/2018,-13.94
1/26/2018,-12.31
1/26/2018,-14.63
1/26/2018,-11.44
1/26/2018,-15.31
1/26/2018,-11.56
1/26/2018,-15.88
1/26/2018,-12.31
1/26/2018,-15.19
1/26/2018,-13.19
1/26/2018,-13.63
1/26/2018,-14.13
1/26/2018,-11.81
1/26/2018,-15
1/26/2018,-11.44
1/26/2018,-15.75
1/26/2018,-11.94
1/26/2018,-15.63
1/26/2018,-12.81
1/26/2018,-14.19
1/26/2018,-13.19
1/26/2018,-13.75
1/26/2018,-14.06
1/26/2018,-11.88
1/26/2018,-15
1/26/2018,-11.44
1/26/2018,-15.81
1/26/2018,-12
1/26/2018,-15.38
1/26/2018,-13.06
1/26/2018,-13.69
1/26/2018,-14.19
1/26/2018,-11.69
1/26/2018,-15.19
1/26/2018,-11.5
1/26/2018,-11.31
1/26/2018,-3.81
1/26/2018,-0.81
1/26/2018,-8.63
1/26/2018,-13.63
1/26/2018,-15.44
1/26/2018,-12.69
1/26/2018,-15.13
1/26/2018,-13.06
1/26/2018,-13.94
1/26/2018,-13.94
1/26/2018,-12.13
1/26/2018,-14.94
1/26/2018,-11.44
1/26/2018,-15.81
1/26/2018,-12.06
1/26/2018,-15.25
1/26/2018,-13.25
1/26/2018,-13
1/26/2018,-14.63
1/26/2018,-11.44
1/26/2018,-14.94
1/26/2018,-11.38
1/26/2018,-15.69
1/26/2018,-12.94
1/26/2018,-14.5
1/26/2018,-13.75
1/26/2018,-13.44
1/26/2018,-14.31
1/26/2018,-11.63
1/26/2018,-15.25
1/26/2018,-11.56
1/26/2018,-15.88
1/26/2018,-12.31
1/26/2018,-14.88
1/26/2018,-13.5
1/26/2018,-12.88
1/26/2018,-14.63
1/26/2018,-11.44
1/26/2018,-15.56
1/26/2018,-11.75
1/26/2018,-14.31
1/26/2018,-11.44
1/26/2018,-14.5
1/26/2018,-14.63
1/26/2018,-13.5
1/26/2018,-13.25
1/26/2018,-13.56
1/26/2018,-13.56
1/26/2018,-9.38
1/26/2018,-2.75
1/26/2018,-0.81
1/26/2018,-8.06
1/26/2018,-12.81
1/26/2018,-15.31
1/26/2018,-11.31
1/26/2018,-11.44
1/26/2018,-14.31
1/26/2018,-14.5
1/26/2018,-14.69
1/26/2018,-12.81
1/26/2018,-12.69
1/26/2018,-13.06
1/26/2018,-15.81
1/26/2018,-10.38
1/26/2018,-14.31
1/26/2018,-15.19
1/26/2018,-12
1/26/2018,-15.56
1/26/2018,-11.38
1/26/2018,-15
1/26/2018,-11.63
1/26/2018,-13.44
1/26/2018,-15.81
